row,epoch,lr,train_loss,val_loss,val_loss_smooth
0,1,0.000995405417351527,0.005007048785431547,0.0018999433793586281,
0,2,0.0009908319448927677,0.0007144237315020329,0.0014466017905000405,
0,3,0.0009862794856312104,0.0005350820064551278,0.0013409326973124725,
0,4,0.0009817479430199844,0.0004793156614507768,0.0022997996556268106,
0,5,0.0009772372209558107,0.00050835405573252,0.0011667758516032516,
0,6,0.0009727472237769651,0.0005335878314921888,0.0013915232333497093,
0,7,0.0009682778562612492,0.0005040160150634191,0.0015652431538978506,
0,8,0.0009638290236239705,0.0005469516265837174,0.0013549828440768202,
0,9,0.0009594006315159332,0.0004907368735872679,0.0012657747089459943,
0,10,0.000954992586021436,0.0004632394715977615,0.0014201182422424153,
0,11,0.0009506047936562815,0.0005457751239478254,0.0014184202899448768,
0,12,0.0009462371613657931,0.0004927695362573634,0.0011490352112830085,
0,13,0.0009418895965228413,0.00048775744324611463,0.0010327416083732944,
0,14,0.0009375620069258802,0.0005490819113405296,0.0014704427936171965,
0,15,0.000933254300796991,0.00044622973648016345,0.0014509493773515155,
0,16,0.0009289663867799363,0.0004978574165090645,0.0013226830265603141,
0,17,0.0009246981739382225,0.0005150047132370154,0.0012306178189106132,
0,18,0.0009204495717531713,0.000527595250126023,0.0013701987538265966,
0,19,0.0009162204901219998,0.0005186581102360475,0.0010761090297553189,
0,20,0.0009120108393559097,0.0004805367605426886,0.001234346107273385,0.0013953619786905055
0,21,0.0009078205301781858,0.00044338391392520455,0.0013611587363316934,0.001368422746539159
0,22,0.0009036494737223015,0.00048730689523340034,0.001200498616404818,0.001356117587834398
0,23,0.0008994975815300353,0.0004914026793208942,0.001598096864293577,0.001368975796183453
0,24,0.0008953647655495938,0.0005139005408438673,0.0015619847063746918,0.001332085048720847
0,25,0.0008912509381337456,0.0004885331396926908,0.0011569277677487243,0.0013315926445281207
0,26,0.000887156012037961,0.0005046890808740604,0.0011718979411084285,0.0013206113799160567
0,27,0.0008830799004185628,0.0004510566019317957,0.0012238671278937956,0.0013035425786158538
0,28,0.0008790225168308843,0.0004311275553223288,0.001140281483663683,0.001292807510595197
0,29,0.0008749837752274361,0.0004723487765984814,0.0015473651456617608,0.0013068870324309855
0,30,0.0008709635899560807,0.0004825533542353418,0.0012278148596465168,0.0012972718633011905
0,31,0.0008669618757582166,0.0004608987969410842,0.001344842307193749,0.001293592964163634
0,32,0.0008629785477669703,0.0004518790451973436,0.0008868714758757465,0.001280484777393271
0,33,0.0008590135215053957,0.0004725349316952264,0.0014090200678921485,0.0012992987003692135
0,34,0.0008550667128846833,0.0004037529987435938,0.001043446185949425,0.001277948869985825
0,35,0.0008511380382023765,0.0004464462411633851,0.0011332441435885857,0.0012620636082976786
0,36,0.0008472274141405965,0.00044429945960604094,0.001181476398581304,0.001255003276898728
0,37,0.0008433347577642754,0.00043144144767176014,0.0012793182053997126,0.0012574382962231832
0,38,0.0008394599865193975,0.0004470004062884571,0.0012141658424501371,0.00124963665065436
0,39,0.0008356030182312481,0.00045083218951581875,0.001202393320524743,0.0012559508651928313
0,40,0.000831763771102671,0.00047893271235525644,0.0014023157292696374,0.001264349346292644
0,41,0.0008279421637123342,0.0004612724663996728,0.0011840826151492687,0.0012554955402335228
0,42,0.0008241381150130022,0.00044387364704395673,0.0010995713281235003,0.001250449175819457
0,43,0.0008203515443298183,0.0003851041423646913,0.0012480213708801386,0.0012329454011487848
0,44,0.0008165823713585925,0.0004127670602349017,0.001000627713056772,0.001204877551482889
0,45,0.0008128305161640993,0.0004469451806771115,0.0012527879796741955,0.0012096705620791627
0,46,0.0008090958991783824,0.000449621276964521,0.0012454341175693745,0.0012133473709022096
0,47,0.0008053784411990667,0.0004331551816837172,0.0011517750783641462,0.001209742768425727
0,48,0.0008016780633876791,0.0004818239819706552,0.001264726078002244,0.001215964998142655
0,49,0.0007979946872679767,0.0004593976813657638,0.0011597383502372355,0.0011965836583714292
0,50,0.0007943282347242815,0.0004426402601620808,0.0012068348649494623,0.0011955346586365763
0,51,0.0007906786279998252,0.000455518976897142,0.001141784599014926,0.0011853817732276352
0,52,0.0007870457896950987,0.0004314147410558677,0.000971268682497223,0.0011896016335587092
0,53,0.0007834296427662118,0.00045259952124702084,0.001346497317083036,0.0011864754960182531
0,54,0.0007798301105232586,0.00045821948233160895,0.0011464950075993144,0.001191627937100748
0,55,0.0007762471166286917,0.00044436018128153447,0.001444867502255125,0.0012072091050340746
0,56,0.0007726805850957023,0.0004384707682552682,0.0012594565033019617,0.0012111081102701077
0,57,0.0007691304402866096,0.0004316933931313546,0.001003408738538109,0.0011973126369270275
0,58,0.0007655966069112563,0.0004299869435500559,0.0013290243254805746,0.0012030555610785495
0,59,0.0007620790100254121,0.00044279100537341075,0.0008830982092608606,0.0011870908055153554
0,60,0.0007585775750291837,0.00043401956154032363,0.001213457810243239,0.0011776479095640354
0,61,0.000755092227665434,0.0003944663266504235,0.0011552280210805825,0.001176205179860601
0,62,0.0007516228940182055,0.00041015682343545324,0.0010106022806938297,0.0011717567274891175
0,63,0.0007481695005111544,0.0003858173959204035,0.0010680284477938883,0.001162757081334805
0,64,0.000744731973905989,0.00041320047884637495,0.0009794636507160395,0.0011616988782177681
0,65,0.0007413102413009175,0.0003927323295206299,0.0011170664314695598,0.0011549128008075365
0,66,0.000737904230129101,0.00040479365757620407,0.0010900071906074522,0.0011471414544594403
0,67,0.000734513868157115,0.0004191301277085467,0.0009417844968978736,0.001136641925386127
0,68,0.0007311390834834175,0.0004436401963914635,0.0011126788821172549,0.0011290395655918777
0,69,0.000727779804536824,0.00042180620859431727,0.0014782185979216698,0.001144963577976099
0,70,0.00072443596007499,0.0003923048950493783,0.0011200959675456215,0.0011406266331059072
0,71,0.0007211074791828997,0.00045262252268371203,0.001071229199729747,0.0011370988631416482
0,72,0.0007177942912713617,0.00039895150715949965,0.0012591262032626317,0.0011514917391799184
0,73,0.0007144963260755134,0.00044456134649469334,0.001137163317439625,0.0011410250391977479
0,74,0.0007112135136533291,0.0004188598119741916,0.00112929470502309,0.0011401650240689368
0,75,0.0007079457843841379,0.0004305920813443238,0.00112622041122158,0.0011242326695172597
0,76,0.0007046930689671469,0.000410143814677145,0.001046376105096719,0.0011135786496069976
0,77,0.0007014552984199713,0.00042821806462057366,0.001203013365554758,0.0011235588809578299
0,78,0.0006982324040771714,0.00040899565270821023,0.0011142822413037425,0.0011128217767489882
0,79,0.0006950243175887968,0.0004071627595722543,0.0011070530731446299,0.0011240195199431766
0,80,0.0006918309709189366,0.0004091016327652082,0.0011361460008692732,0.0011201539294744783
0,81,0.000688652296344276,0.00041257368152478345,0.0009427382059704781,0.0011095294387189734
0,82,0.0006854882264526616,0.00040729182749804995,0.0010201257843600474,0.0011100056139022839
0,83,0.0006823386941416696,0.0004004273848434563,0.0010497704498255525,0.0011090927140038674
0,84,0.0006792036326171845,0.00039880561387349816,0.0008738190659069512,0.001103810484763413
0,85,0.0006760829753919818,0.00042101514878636973,0.0010954184925197324,0.0011027280878159215
0,86,0.0006729766562843178,0.00042455543875856026,0.0011394143516985575,0.0011051984458704766
0,87,0.0006698846094165264,0.00040344637351499087,0.0011908699186905674,0.0011176527169601115
0,88,0.0006668067692136222,0.0003989483521667162,0.0012237103002623669,0.0011232042878673671
0,89,0.0006637430704019089,0.0004186584616535387,0.0010076615873810472,0.001099676437340336
0,90,0.000660693448007596,0.00042438068591264024,0.0011169461969061224,0.0010995189488083612
0,91,0.0006576578373554205,0.0004102845664488819,0.0010711037880922465,0.0010995126782264862
0,92,0.0006546361740672749,0.00040278556830161634,0.0010796851522673965,0.0010905406256767245
0,93,0.0006516283940608428,0.0004393368176029589,0.0009106963964207508,0.0010792172796257808
0,94,0.0006486344335482384,0.00039096621438162267,0.0013100360272536838,0.0010882543457373102
0,95,0.0006456542290346556,0.0004002027386827199,0.0010976324517031667,0.0010868249477613895
0,96,0.0006426877173170197,0.00040386608311762055,0.0011170269546845453,0.0010903574902407808
0,97,0.0006397348354826481,0.00041526025681970985,0.0010854255781821726,0.0010844781008721516
0,98,0.0006367955209079158,0.0003842917756363794,0.001106771789611979,0.0010841025782875632
0,99,0.000633869711256927,0.00039862703774659543,0.0013724123009217235,0.0010973705396764182
0,100,0.0006309573444801933,0.0003822229197966327,0.0011257906420424726,0.0010968527717350781
0,101,0.000628058358813318,0.0003797663817306005,0.0008717200714828361,0.001093301865010696
0,102,0.0006251726927756859,0.00040299825783015236,0.001106654575716479,0.0010976283045785176
0,103,0.0006223002851691594,0.00038866259876928796,0.0009765531275599292,0.0010939674384652363
0,104,0.0006194410750767815,0.00035715149576925903,0.0012281096906719999,0.001111681969703489
0,105,0.0006165950018614822,0.0003789819304266441,0.0010478972006352132,0.0011093059051092628
0,106,0.0006137620051647942,0.00041146013479776984,0.001289821751295898,0.0011168262750891297
0,107,0.000610942024905572,0.00037264339961205897,0.0010099255785974864,0.0011077790580844757
0,108,0.0006081350012787179,0.0003663548813450319,0.001199957643986505,0.0011065914252706827
0,109,0.0006053408747539135,0.00036201433039509146,0.0010909312028311341,0.001110754906043187
0,110,0.0006025595860743578,0.00043656794268668854,0.000999756598089832,0.0011048954261023724
0,111,0.0005997910762555094,0.0003806547739127319,0.0009891744123081679,0.0011007989573131685
0,112,0.0005970352865838368,0.0004006210434006493,0.001132985001798181,0.0011034639497897077
0,113,0.0005942921586155727,0.0003914384871059648,0.001057733881655499,0.0011108158240514454
0,114,0.000591561634175474,0.00038278516667765254,0.0009439625136112638,0.0010925121483693243
